Name,Description,Category,Priority,Due Date,Done,Recurrence
Update API documentation,Add new endpoints to Swagger docs,Work,Medium,20/12/2025,No,
Book physio appointment,Address recurring shoulder tension,Health,Medium,20/12/2025,No,
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,High,20/12/2025,Yes,
Yoga session 8 minutes,Follow YouTube yoga for flexibility,Health,Low,20/12/2025,No,Daily
Grocery shop,Stock up on weekly essentials,Shopping,Low,20/12/2025,No,Monthly
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,20/12/2025,No,Daily
Update passwords,Rotate credentials for key accounts,General,Low,20/12/2025,Yes,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,Medium,20/12/2025,No,
Database migration script,Write and test migration for schema change,Work,Medium,20/12/2025,No,Weekly
Track water intake,Aim for 2.5L throughout the day,Health,Medium,20/12/2025,Yes,
Rest day — stretching only,Active recovery with light stretching,Health,Medium,20/12/2025,No,
Security audit of reports,Review for vulnerabilities and patch issues,Work,Medium,20/12/2025,Yes,Weekly
Yoga session 30 minutes,Follow YouTube yoga for flexibility,Health,Medium,21/12/2025,No,Daily
Fix backend bug in auth,Investigate and resolve the issue in auth,Work,Medium,21/12/2025,Yes,
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,21/12/2025,No,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,21/12/2025,Yes,Monthly
Reply to emails,Clear inbox and action pending messages,General,High,21/12/2025,No,Monthly
Doctor checkup,Annual physical examination,Health,Medium,21/12/2025,No,
Renew parking permit,Submit renewal before current one expires,General,High,21/12/2025,No,
Blood pressure check,Visit pharmacy for quick reading,Health,High,21/12/2025,No,Monthly
Track water intake,Aim for 2.5L throughout the day,Health,Medium,21/12/2025,Yes,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Low,21/12/2025,Yes,
Compare prices for protein powder,Find best deal before purchasing,Shopping,Medium,21/12/2025,Yes,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Low,21/12/2025,No,
Compare insurance policies,Annual review of home and car cover,Finance,Low,22/12/2025,Yes,Monthly
Clean up desktop,Organise files and remove shortcuts,General,High,22/12/2025,Yes,Daily
Weigh in and log progress,Record in health tracking app,Health,High,22/12/2025,No,
Pay off credit card balance,Clear full balance before due date,Finance,Medium,22/12/2025,Yes,
Fix backend bug in API,Investigate and resolve the issue in API,Work,High,22/12/2025,No,
Renew parking permit,Submit renewal before current one expires,General,High,22/12/2025,No,
Gym workout — shoulders,Focus session on shoulders,Health,High,22/12/2025,Yes,Weekly
Backup files to cloud,Sync important documents to cloud storage,General,Low,22/12/2025,No,
Client call preparation,Prepare slides and agenda for client meeting,Work,High,22/12/2025,Yes,Weekly
Read chapter of Deep Work,Continue reading Deep Work,Personal,Low,22/12/2025,Yes,Monthly
Book eye test appointment,Schedule overdue check with optician,Personal,High,22/12/2025,No,Monthly
Write technical spec for recurring tasks,Document architecture and implementation plan,Work,Medium,22/12/2025,No,
Pay water bill,Monthly payment via online banking,Finance,Low,22/12/2025,Yes,
Weigh in and log progress,Record in health tracking app,Health,Medium,22/12/2025,No,
Review credit card statement,Check for any unusual charges,Finance,Low,22/12/2025,No,
Buy gift for Alice,Find appropriate gift under budget,Shopping,Medium,23/12/2025,Yes,Weekly
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,23/12/2025,No,Monthly
Grocery shop,Stock up on weekly essentials,Shopping,High,23/12/2025,No,
Return monitor stand,Send back unwanted monitor stand within return window,Shopping,Medium,23/12/2025,No,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,23/12/2025,No,Monthly
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,23/12/2025,No,Weekly
Renew parking permit,Submit renewal before current one expires,General,Low,23/12/2025,No,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,23/12/2025,No,Monthly
Renew driving licence,Complete online renewal application,Personal,Medium,23/12/2025,Yes,
Backup files to cloud,Sync important documents to cloud storage,General,Low,23/12/2025,No,
Order protein powder online,Compare prices and place order for protein powder,Shopping,High,23/12/2025,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Low,23/12/2025,No,
Renew parking permit,Submit renewal before current one expires,General,Low,23/12/2025,Yes,
Check local news,Read area updates and community notices,General,Medium,23/12/2025,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,24/12/2025,No,
Resolve merge conflict in reports,Fix conflicting changes in branch,Work,Medium,24/12/2025,Yes,Daily
Client call preparation,Prepare slides and agenda for client meeting,Work,Medium,24/12/2025,No,
Set up standing order,Automate monthly savings transfer,Finance,Low,24/12/2025,Yes,Weekly
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,24/12/2025,Yes,
Return protein powder,Send back unwanted protein powder within return window,Shopping,High,24/12/2025,Yes,
Doctor checkup,Annual physical examination,Health,Medium,24/12/2025,No,Weekly
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Medium,24/12/2025,No,Weekly
Deploy staging build,Push latest build to staging environment,Work,Low,24/12/2025,Yes,
Restock keyboard,Running low — order more keyboard,Shopping,Low,24/12/2025,No,
Book eye test appointment,Schedule overdue check with optician,Personal,Low,24/12/2025,No,
Reply to emails,Clear inbox and action pending messages,General,Low,24/12/2025,Yes,
Client call preparation,Prepare slides and agenda for client meeting,Work,Medium,24/12/2025,Yes,Daily
Meditation 5 minutes,Mindfulness session using app,Health,Medium,24/12/2025,Yes,
Follow up on coffee beans,Chase outstanding response on coffee beans,General,High,24/12/2025,No,Weekly
Client call preparation,Prepare slides and agenda for client meeting,Work,High,25/12/2025,No,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,High,25/12/2025,No,
Print ticket,Download and print required ticket,General,High,25/12/2025,Yes,
Renew driving licence,Complete online renewal application,Personal,Low,25/12/2025,Yes,
Follow up on vitamins,Chase outstanding response on vitamins,General,High,25/12/2025,No,Weekly
Cancel unused subscription,Remove service no longer needed,Finance,High,25/12/2025,No,
Backup files to cloud,Sync important documents to cloud storage,General,Medium,25/12/2025,No,
Update dependencies,Upgrade outdated packages to latest versions,Work,High,25/12/2025,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,25/12/2025,Yes,Daily
Update dependencies,Upgrade outdated packages to latest versions,Work,Medium,25/12/2025,No,Daily
Restock vitamins,Running low — order more vitamins,Shopping,Low,25/12/2025,No,Weekly
Order coffee beans online,Compare prices and place order for coffee beans,Shopping,Medium,25/12/2025,No,Weekly
Research productivity systems,Read articles and save key notes,Personal,High,25/12/2025,Yes,
File expense report,Collect receipts and submit via portal,Finance,Medium,25/12/2025,No,Daily
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Medium,26/12/2025,Yes,
Backup files to cloud,Sync important documents to cloud storage,General,Low,26/12/2025,No,Monthly
Plan birthday celebration for Bob,"Organise venue, guests and cake",Personal,High,26/12/2025,Yes,
Read chapter of Atomic Habits,Continue reading Atomic Habits,Personal,High,26/12/2025,Yes,
Fix payment bug in dashboard,Investigate and resolve the issue in dashboard,Work,Low,26/12/2025,No,Weekly
Reply to emails,Clear inbox and action pending messages,General,Medium,26/12/2025,Yes,
Client call preparation,Prepare slides and agenda for client meeting,Work,High,26/12/2025,No,Monthly
Check local news,Read area updates and community notices,General,Low,26/12/2025,No,Daily
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Medium,26/12/2025,Yes,Monthly
Return winter jacket,Send back unwanted winter jacket within return window,Shopping,Low,26/12/2025,Yes,
Buy winter jacket,Purchase winter jacket from local store or online,Shopping,Low,26/12/2025,No,Weekly
Rest day — stretching only,Active recovery with light stretching,Health,Low,26/12/2025,No,Monthly
Order desk lamp online,Compare prices and place order for desk lamp,Shopping,High,26/12/2025,No,Daily
Restock desk lamp,Running low — order more desk lamp,Shopping,Low,26/12/2025,No,Weekly
Doctor checkup,Annual physical examination,Health,High,27/12/2025,No,Monthly
Sprint planning meeting,Define user stories and assign tickets,Work,Medium,27/12/2025,No,Weekly
Plan weekend trip,Research destinations and book accommodation,Personal,Low,27/12/2025,No,Monthly
Restock protein powder,Running low — order more protein powder,Shopping,Medium,27/12/2025,No,Daily
Update passwords,Rotate credentials for key accounts,General,Low,27/12/2025,No,
Backup files to cloud,Sync important documents to cloud storage,General,Medium,27/12/2025,Yes,Monthly
Meal prep healthy lunches,Cook proteins and salads for the week,Health,Medium,27/12/2025,Yes,Monthly
Write in journal,Reflect on the week and set intentions,Personal,Medium,27/12/2025,Yes,
Renew driving licence,Complete online renewal application,Personal,Low,27/12/2025,Yes,
Plan weekend trip,Research destinations and book accommodation,Personal,Low,27/12/2025,Yes,
File expense report,Collect receipts and submit via portal,Finance,Medium,27/12/2025,No,
Update passwords,Rotate credentials for key accounts,General,Medium,27/12/2025,No,Weekly
Print ticket,Download and print required ticket,General,Low,27/12/2025,Yes,
Restock headphones,Running low — order more headphones,Shopping,High,27/12/2025,No,Monthly
Clean up desktop,Organise files and remove shortcuts,General,Low,27/12/2025,No,
Backup files to cloud,Sync important documents to cloud storage,General,High,27/12/2025,No,
Book eye test appointment,Schedule overdue check with optician,Personal,High,27/12/2025,No,Monthly
Database migration script,Write and test migration for schema change,Work,Low,28/12/2025,No,
Research pension contributions,Review employer match options,Finance,High,28/12/2025,Yes,
Research pension contributions,Review employer match options,Finance,Medium,28/12/2025,No,
Meditation 30 minutes,Mindfulness session using app,Health,Medium,28/12/2025,Yes,Monthly
Print invoice,Download and print required invoice,General,Medium,28/12/2025,No,Weekly
Check investment portfolio,Review ETF performance and rebalance,Finance,High,28/12/2025,No,Weekly
Compare insurance policies,Annual review of home and car cover,Finance,Low,28/12/2025,Yes,
Print insurance certificate,Download and print required insurance certificate,General,High,28/12/2025,Yes,Monthly
Reply to emails,Clear inbox and action pending messages,General,Low,28/12/2025,No,Daily
Compare prices for vitamins,Find best deal before purchasing,Shopping,Low,28/12/2025,No,
Transfer savings,Move surplus to ISA or investment account,Finance,Low,28/12/2025,No,Monthly
Sort digital photo library,Organise and label photos from 2024,Personal,High,28/12/2025,No,
Renew parking permit,Submit renewal before current one expires,General,High,28/12/2025,No,Daily
Meditation 30 minutes,Mindfulness session using app,Health,Medium,29/12/2025,No,Weekly
Renew parking permit,Submit renewal before current one expires,General,Medium,29/12/2025,No,Weekly
Research pension contributions,Review employer match options,Finance,High,29/12/2025,Yes,Monthly
Grocery shop,Stock up on weekly essentials,Shopping,High,29/12/2025,No,Monthly
Backup files to cloud,Sync important documents to cloud storage,General,Medium,29/12/2025,Yes,Monthly
Pick up prescription,Collect medication from pharmacy,Shopping,High,29/12/2025,No,
Deep clean bathroom,Full clean of the bathroom,Personal,Low,29/12/2025,Yes,Daily
Compare insurance policies,Annual review of home and car cover,Finance,Medium,29/12/2025,Yes,
Deploy beta build,Push latest build to beta environment,Work,Low,29/12/2025,No,
Review monthly budget,Check spending and adjust forecast,Finance,Low,29/12/2025,No,
Reply to emails,Clear inbox and action pending messages,General,High,29/12/2025,Yes,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Low,29/12/2025,No,
Reply to emails,Clear inbox and action pending messages,General,Medium,29/12/2025,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,29/12/2025,No,
